Gene.refGene	OMIM_GeneName	OMIM_Comments	OMIM_Phenotypes
MTPAP, PAPD1, SPAX4	Mitochondrial poly(A) polymerase	mutation identified in 1 SPAX4 family	?Spastic ataxia 4, autosomal recessive, 613672 (3), Autosomal recessive
MAP3K8, COT, EST, TPL2	Mitogen-activated protein kinase kinase kinase 8 (cancer Osaka thyroid oncogene)		Lung cancer, somatic, 211980 (3)
LYZL2	Lysozyme-like 2		
EIG5	Epilepsy, idiopathic generalized, susceptibility to, 5	max lod at D10S1426	{Epilepsy, idiopathic generalized, susceptibility to, 5}, 611934 (2)
ZEB1AS1	ZEB1 antisense RNA 1, noncoding		
ZEB1, TCF8, NIL2A, PPCD3, FECD6	Zinc finger E box-binding homeobox 1		Corneal dystrophy, Fuchs endothelial, 6, 613270 (3); Corneal dystrophy, posterior polymorphous, 3, 609141 (3)
ARHGAP12	Rho GTPase-activating protein 12		
KIF5B, KNS1, UKHC	Kinesin 1		
EPC1	Enhancer of polycomb, Drosophila, homolog of, 1		
ITGB1, FNRB	Integrin, beta-1 (fibronectin receptor, beta polypeptide; antigen CD29 includes MDF2, MSK12)	pseudogene FNRBL on 19p	
NRP1, NRP, VEGF165R	Neuropilin 1		
PARD3, PAR3	Partitioning-defective protein 3, C. elegans, homolog of		
USH1K	Usher syndrome, type IK	max lod at D10S539	Usher syndrome, type IK, 614990 (2), Autosomal recessive
CUL2	Cullin 2		
CREM	cAMP-responsive element modulator		
CCNY, CFP1, CCNX, C10orf9	Cyclin Y		
GJD4, CX40.1	Gap junction protein, delta-4		
FZD8	Frizzled class receptor 8		
ANKRD30A	Ankyrin repeat domain-containing protein 30A		
ZNF25, KOX19	Zinc finger protein-25 (KOX 19)		
ZNF33A, NF11A, KOX2	Zinc finger protein-33a		
ZNF37A, KOX21, ZNF37	Zinc finger protein 37A		
AITD4	Autoimmune thyroid disease, susceptibility to, 4		{Autoimmune thyroid disease, susceptibility to, 4}, 608176 (2)
STHAG5	Tooth agenesis, selective, 5	D10S604 and D10S568	Tooth agenesis, selective, 5, 610926 (2)
ZNF33B, ZNF11B, KOX2	Zinc finger protein-33b		
BMS1, BMS1L, KIAA0187, ACC	BMS1 ribosome biogenesis factor	mutation identified in one ACC family	?Aplasia cutis congenita, nonsyndromic, 107600 (3), Autosomal dominant
RET, MEN2A, HSCR1	RET transforming sequence; oncogene RET		Central hypoventilation syndrome, congenital, 209880 (3), Autosomal dominant; {Hirschsprung disease, protection against}, 142623 (3), Autosomal dominant; {Hirschsprung disease, susceptibility to, 1}, 142623 (3), Autosomal dominant; Medullary thyroid carcinoma, 155240 (3), Autosomal dominant; Multiple endocrine neoplasia IIA, 171400 (3), Autosomal dominant; Multiple endocrine neoplasia IIB, 162300 (3), Autosomal dominant; Pheochromocytoma, 171300 (3), Autosomal dominant
CSGALNACT2	Chondroitin sulfate N-acetylgalactosaminyltransferase 2		
RASFEF1A	RASGEF domain family, member 1A		
FXYD4, CHIF	FXYD domain-containing ion transport regulator 4		
HNRPF	Heterogeneous nuclear ribonucleoprotein F		
ZNF239, MOK2	Zinc finger protein-239	previously 19q13.2-q13.3	
ZNF32, KOX30	Zinc finger protein-32 (KOX30)		
CXCL12, SDF1	Chemokine, C-X-C motif, ligand 12 (stromal cell-derived factor 1)		{AIDS, resistance to}, 609423 (3)
RASSF4, AD037	Ras association domain family, member 4		
C10orf10, DEPP, FIG	Chromosome 10 open reading frame 10		
ZNF22, KOX15	Zinc finger protein-22 (KOX15)		
ALOX5	Arachidonate 5-lipoxygenase		{Asthma, diminished response to antileukotriene treatment in}, 600807 (3), Autosomal dominant; {Atherosclerosis, susceptibility to} (3)
MARCH8	Membrane-associated RING-CH finger protein 8		
WASHC2C, FAM21C, VPEF, KIAA0592	WASH complex, subunit 2C		
TIMM23	Translocase of inner mitochondrial membrane 23, Yeast, homolog of		
NCOA4, ELE1, PTC3	Nuclear receptor coactivator 4	fused with RET to form PTC3	
MSMB, HPC13	Microseminoprotein, beta		{Prostate cancer, hereditary, 13}, 611928 (3)
PPYR1, NPY4R, PP1	Pancreatic polypeptide receptor-1		
GPRIN2, GRIN2	G protein-regulated inducer of neurite outgrowth 2		
SYT15	Synaptotagmin 15		
PTPN20A	Protein tyrosine phosphatase, nonreceptor-type, 20A		
PTPN20B	Protein tyrosine phosphatase, nonreceptor-type, 20B		
GDF10, BMP3B	Growth/differentiation factor 10		
GDF2, BMP9, HHT5	Growth differentiation factor 2 (bone morphogenetic protein 9)		Telangiectasia, hereditary hemorrhagic, type 5, 615506 (3), Autosomal dominant
RBP3, RP66	Retinol-binding protein-3, interstitial	1 family identified with mutation	?Retinitis pigmentosa 66, 615233 (3), Autosomal recessive
ANXA8	Annexin A8		
FRMPD2	FERM and PDZ domains-containing protein 2		
MAPK8, PRKM8, JNK1, SAPK1	Mitogen-activated protein kinase 8		
ARHGAP22	Rho GTPase-activating protein 22		
ASAH2C, ASAH2L	N-acylsphingosine amidohydrolase 2C		
HYPT9	Hypotrichosis 9	between D10S538 and D10S2327	Hypotrichosis 9, 614237 (2), Autosomal recessive
WDFY4, KIAA1607	WD repeat- and FYVE domain-containing protein 4		
DRGX, DRG11	Dorsal root ganglia homeobox		
ERCC6, CKN2, COFS1, CSB, ARMD5, UVSS1, POF11	Excision repair cross complementing rodent repair deficiency, complementation group 6		Cerebrooculofacioskeletal syndrome 1, 214150 (3), Autosomal recessive; Cockayne syndrome, type B, 133540 (3), Autosomal recessive; De Sanctis-Cacchione syndrome, 278800 (3), Autosomal recessive; {Lung cancer, susceptibility to}, 211980 (3), Autosomal dominant, Somatic mutation; {Macular degeneration, age-related, susceptibility to, 5}, 613761 (3); Premature ovarian failure 11, 616946 (3), Autosomal dominant; UV-sensitive syndrome 1, 600630 (3), Autosomal recessive
CHAT, CMS6	Choline acetyltransferase		Myasthenic syndrome, congenital, 6, presynaptic, 254210 (3), Autosomal recessive
SLC18A3, VACHT, CMS21	Solute carrier family 18 (vesicular acetylcholine), member 3		Myasthenic syndrome, congenital, 21, presynaptic, 617239 (3), Autosomal recessive
OGDHL, KIAA1290	Oxoglutarate dehydrogenase-like protein		
PARG	Poly(ADP-ribose) glycohydrolase		
ASAH2	N-acylsphingosine amidohydrolase 2		
SGMS1, SMS1, TMEM23, MOB	Sphingomyelin synthase 1		
A1CF, ASP	APOBEC1 complementation factor		
PRKG1, PRKG1B, PRKGR1B, AAT8	Protein kinase, cGMP-dependent, regulatory, type I		Aortic aneurysm, familial thoracic 8, 615436 (3), Autosomal dominant
ALL1	Leukemia, acute lymphocytic, susceptibility to, 1	associated with rs10821936	{Leukemia, acute lymphocytic, susceptibility to, 1}, 613065 (2)
ALPQTL4	Alkaline phosphatase, plasma level of, QTL 4	linkage with rs12355784	{Alkaline phosphatase, plasma level of, QTL4}, 612369 (2)
IBD15	Inflammatory bowel disease 15	association with rs10761659	{Inflammatory bowel disease 15}, 612255 (2)
MAFD8	Major affective disorder 8	associated with rs20994336	{Major affective disorder-8, susceptibility to}, 612357 (2)
MYP15	Myopia 15	max lod at D10S1643	Myopia 15, 612717 (2), Autosomal dominant
CSTF2T, KIAA0689	Cleavage stimulation factor, 3-prime pre-RNA, subunit 2, 64kD, tau variant		
DKK1	Dickkopf, Xenopus, homolog of, 1		
MBL2, MBL, MBP1, MBL2D, MBPD	Mannose-binding lectin 2, soluble (opsonic defect)	near MEN2A	{Chronic infections, due to MBL deficiency}, 614372 (3), Autosomal dominant
PCDH15, DFNB23, USH1F	Protocadherin 15		Deafness, autosomal recessive 23, 609533 (3), Autosomal recessive; Usher syndrome, type 1D/F digenic, 601067 (3), Autosomal recessive, Digenic recessive; Usher syndrome, type 1F, 602083 (3), Autosomal recessive
ZWINT, SIP30	ZW10 interacting kinetochore protein		
IPMK	Inositol polyphosphate multikinase		
CISD1, MITONEET	CDGSH iron sulfur domain protein 1		
UBE2D1, UBCH5A, UBCH5	Ubiquitin-conjugating enzyme E2D 1		
TFAM, TCF6L2, TCF6L1, TCF6L3, MTTF1, TCF6, MTDPS15	Transcription factor A, mitochondrial	mutation identified in 1 MTDPS15 family	?Mitochondrial DNA depletion syndrome 15 (hepatocerebral type), 617156 (3), Autosomal recessive
BICC1, BICC, CYSRD	Bicaudal C, Drosophila, homolog of, 1		{Renal dysplasia, cystic, susceptibility to}, 601331 (3), Autosomal dominant
SLC16A9, MCT9	Solute carrier family 16 (monocarboxylic acid transporter), member 9		
MRLN, LINC00948	Myoregulin		
CCDC6, D10S170, H4, TST1	Coiled-coil domain-containing 6	fused with RET to form PTC1	
ANK3, MRT37	Ankyrin-3, node of Ranvier	mutation identified in 1 family	?Mental retardation, autosomal recessive, 37, 615493 (3), Autosomal recessive
CDK1, CDC2	Cyclin-dependent kinase 1		
RHOBTB1, KIAA0740	Rho-related BTB domain-containing protein 1		
TMEM26	Transmembrane protein 26		
ARID5B, MRF2, DESRT	AT-rich interaction domain-containing protein 5B		
RTKN2	Rhotekin 2		
ZNF365, UAN	Zinc finger protein 365		{Nephrolithiasis, uric acid, susceptibility to}, 605990 (3)
HCFP2	Facial paresis, hereditary congenital, 2		Facial paresis, hereditary congenital, 2, 604185 (2), Autosomal dominant
HWE1	Epilepsy, hot water, 1	max lod at D10S412	Epilepsy, hot water, 1, 613339 (2), Autosomal dominant
MSE	Myelinating Schwann cell element		
ADO, C10orf22	2-aminoethanethiol dioxygenase		
EGR2, KROX20, CHN1	KROX-20, Drosophila, homolog of (early growth response-2)		Charcot-Marie-Tooth disease, type 1D, 607678 (3), Autosomal dominant; Dejerine-Sottas disease, 145900 (3), Autosomal recessive, Autosomal dominant; Hypomyelinating neuropathy, congenital, 1, 605253 (3), Autosomal recessive, Autosomal dominant
NRBF2, COPR	Nuclear receptor-binding factor 2		
JMJD1C, TRIP8, KIAA1380	Jumonji domain-containing protein 1C		
REEP3, C10orf74	Receptor expression-enhancing protein 3		
CTNNA3, ARVD13	Catenin, alpha-3		Arrhythmogenic right ventricular dysplasia, familial, 13, 615616 (3), Autosomal dominant
LRRTM3	Leucine-rich repeat transmembrane protein 3		
DNAJC12, JDP1, HPANBH4	DNAJ/HSP40 homolog, subfamily C, member 12		Hyperphenylalaninemia, mild, non-BH4-deficient, 617384 (3), Autosomal recessive
SIRT1, SIR2L1	Sirtuin, S. cerevisiae, homolog 1		
MYPN, CMD1DD, CMH22, RCM4, NEM11	Myopalladin		Cardiomyopathy, dilated, 1KK, 615248 (3), Autosomal dominant; Cardiomyopathy, familial restrictive, 4, 615248 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 22, 615248 (3), Autosomal dominant; Nemaline myopathy 11, autosomal recessive, 617336 (3), Autosomal recessive
ATOH7, PHPVAR, NCRNA	Atonal, Drosophila, homolog of, 7		Persistent hyperplastic primary vitreous, autosomal recessive, 221900 (3), Autosomal recessive
PBLD, MAWBP, MAWDBP	Phenazine biosynthesis-like protein domain-containing protein		
HNRPH3, 2H9	Heterogeneous nuclear ribonucleoprotein H3		
RUFY2, KIAA1537	RUN and FYVE domains-containing protein 2		
DNA2, DNA2L, KIAA0083, PEOA6, SCKL8	DNA replication helicase/nuclease 2	mutation identified in 1 SCKL8 family	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 6, 615156 (3), Autosomal dominant; ?Seckel syndrome 8, 615807 (3), Autosomal recessive
SLC25A16, D10S105E, GDA	Solute carrier family 25 (mitochondrial carrier), member 16 (Graves disease autoantigen)		
TET1, CXXC6, LCX, KIAA1676	tet oncogene 1		
CCAR1, CARP1	Cell division cycle and apoptosis regulator 1		
ATFB1	Atrial fibrillation, familial, 1		Atrial fibrillation, familial, 1, 608583 (2), Autosomal dominant
MGR12	Migraine, with or without aura, susceptibility to, 12	max lod at 100cM	{Migraine, with or without aura, susceptibility to, 12}, 611706 (2), Autosomal dominant
SPG27	Spastic paraplegia-27, autosomal recessive	between  D10S606 and D10S1758	Spastic paraplegia 27, autosomal recessive, 609041 (2), Autosomal recessive
SQTL1	Smoking as a quantitative trait locus 1	near D10S1432	{Smoking as a quantitative trait locus 1}, 611003 (2)
STOX1, PEE4	Storkhead box 1		Preeclampsia/eclampsia 4, 609404 (3)
DDX50, GUB	DEAD/H box 50		
DDX21	DEAD/H box 21		
KIAA1279	KIAA1279 gene		Goldberg-Shprintzen megacolon syndrome, 609460 (3), Autosomal recessive
SRGN, PRG1, PRG	Serglycin		
VPS26A, VPS26, HB58	Vacuolar protein sorting 26, yeast, homolog of, A		
SUPV3L1	Suv3-like 1		
HKDC1	Hexokinase domain-containing protein 1		
HK1, HKD, HMSNR, RP79, NEDVIBA	Hexokinase-1		Hemolytic anemia due to hexokinase deficiency, 235700 (3), Autosomal recessive; Neurodevelopmental disorder with visual defects and brain anomalies, 618547 (3); Neuropathy, hereditary motor and sensory, Russe type, 605285 (3), Autosomal recessive; Retinitis pigmentosa 79, 617460 (3), Autosomal dominant
TACR2, TAC2R, NKNAR	Tachykinin receptor 2 (substance K receptor; neurokinin 2 receptor)		
TSPAN15, NET7	Tetraspanin 15		
NEUROG3, NGN3, ATOH5	Neurogenin 3		Diarrhea 4, malabsorptive, congenital, 610370 (3), Autosomal recessive
COL13A1, CMS19	Collagen XIII, alpha-1 polypeptide	~550kb proximal to P4HA	Myasthenic syndrome, congenital, 19, 616720 (3), Autosomal recessive
H2AFY2	H2A histone family, member Y2		
TYSND1	Trypsin domain-containing protein 1		
SARA1, SAR1A	Sar1a, S. cerevisiae, homolog 1		
PP	Inorganic pyrophosphatase		
NPFFR1, NPFF1, GPR147	Neuropeptide FF receptor 1		
EIF4EBP2, 4EBP2	Eukaryotic translation initiation factor-4E binding protein-1		
NODAL, HTX5	Nodal, mouse, homolog of		Heterotaxy, visceral, 5, 270100 (3), Autosomal dominant
KIAA1274, PALD	Paladin, mouse, homolog of		
PRF1, HPLH2, FLH2	Perforin	mistakenly assigned to chr.17	Aplastic anemia, 609135 (3); Hemophagocytic lymphohistiocytosis, familial, 2, 603553 (3), Autosomal recessive; Lymphoma, non-Hodgkin, 605027 (3)
ADAMTS14	ADAM metallopeptidase domain with thrombospondin type 1 motif, 14		
C10orf27	chromosome 10 open reading frame 27		
SGPL1, SPL, NPHS14	Sphingosine-1-phosphate lyase 1		Nephrotic syndrome, type 14, 617575 (3), Autosomal recessive
PCBD1, DCOH	Pterin-4a-carbinolamine dehydratase 1		Hyperphenylalaninemia, BH4-deficient, D, 264070 (3), Autosomal recessive
UNC5B, UNC5H2	unc-5 netrin receptor B		
SLC29A3, ENT3, PHID, HCLAP	Solute carrier family 29 (nucleoside transporter), member 3		Histiocytosis-lymphadenopathy plus syndrome, 602782 (3), Autosomal recessive
CDH23, USH1D, DFNB12, PITA5	Cadherin-23 (otocadherin)	between D10S529 and D10S573	Deafness, autosomal recessive 12, 601386 (3), Autosomal recessive; {Pituitary adenoma 5, multiple types}, 617540 (3), Autosomal dominant; Usher syndrome, type 1D, 601067 (3), Autosomal recessive, Digenic recessive; Usher syndrome, type 1D/F digenic, 601067 (3), Autosomal recessive, Digenic recessive
VSIR, C10orf54, B7H5	V-set immunoregulatory receptor		
PSAP, SAP1	Prosaposin (sphingolipid activator protein-1)		Combined SAP deficiency, 611721 (3), Autosomal recessive; Gaucher disease, atypical, 610539 (3); Krabbe disease, atypical, 611722 (3), Autosomal recessive; Metachromatic leukodystrophy due to SAP-b deficiency, 249900 (3), Autosomal recessive
CHST3, C6ST, C6ST1, HSD	Carbohydrate sulfotransferase 3		Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3), Autosomal recessive
SPOCK2, KIAA0275	SPARC/osteonectin, CWCV, and KAZAL-like domains proteoglycan 2		
ASCC1, p50, SMABF2	Activating signal cointegrator 1 complex, subunit 1	mutation identified in 1 SMABF2 family	Barrett esophagus/esophageal adenocarcinoma, 614266 (3); ?Spinal muscular atrophy with congenital bone fractures 2, 616867 (3), Autosomal recessive
ANAPC16, MSAG, C10orf104	Anaphase-promoting complex, subunit 16		
DDIT4, REDD1, RTP801	DNA damage-inducible transcript 4		
DNAJB12, DJ10, FLJ0027	DNAJ, E. coli, homolog of, subfamily B, member 12		
MICU1, CBARA1, MPXPS	Mitochondrial calcium uptake protein 1		Myopathy with extrapyramidal signs, 615673 (3), Autosomal recessive
MCU, CCDC109A	Mitochondrial calcium uniporter		
OIT3, LZP	Oncoprotein-induced transcript 3, mouse, homolog of		
PLA2G12B, GXIIB	Phospholipase A2, group XIIB		
P4HA1, P4HA	Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide 1		
ECD, SGT1	Ecdysoneless, Drosophila, homolog of		
FAM149B1, KIAA0974	Family with sequence similarity 149, member B1		
DNAJC9, JDD1, KIAA0974	DNAJ/HSP40 homolog, subfamily C, member 9		
MRPS16, COXPD2	Mitochondrial ribosomal protein S16		Combined oxidative phosphorylation deficiency 2, 610498 (3), Autosomal recessive
ANXA7, SNX	Annexin A7 (synexin)		
MSS51, ZMYND17	MSS51 mitochondrial translational activator, S. cerevisiae, homolog of		
PPP3CB, CALNB	Protein phosphatase-3 (formerly 2B), catalytic subunit, beta isoform (calcineurin A beta)		
MYOZ1	Myozenin 1 (calsarcin 2)		
SEC24C, KIAA0079	Sec24-related gene family, member C		
FUT11, FUCTXI	Fucosyltransferase 11		
NDST2	N-deacetylase/N-sulfotransferase 2	in intron of PCDH15	
CAMK2G, CAMKG, MRD59	Calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma	in intron of PCDH15	Mental retardation, autosomal dominant 59, 618522 (3), Autosomal dominant
PLAU, URK, QPD, BDPLT5	Plasminogen activator, urokinase	proximal to HOX11	{Alzheimer disease, late-onset, susceptibility to}, 104300 (3), Autosomal dominant; Quebec platelet disorder, 601709 (3), Autosomal dominant
VCL, CMD1W, CMH15	Vinculin		Cardiomyopathy, dilated, 1W, 611407 (3); Cardiomyopathy, hypertrophic, 15, 613255 (3), Autosomal dominant
AP3M1	Adaptor-related protein complex 3, mu-1 subunit		
ADK	Adenosine kinase		Hypermethioninemia due to adenosine kinase deficiency, 614300 (3), Autosomal recessive
KAT6B, MYST4, MORF, GTPTS	Lysine acetyltransferase 6B		Genitopatellar syndrome, 606170 (3), Autosomal dominant; SBBYSS syndrome, 603736 (3), Autosomal dominant
DUPD1, DUSP27, FMDSP	Dual-specificity phosphatase domain- and proline isomerase		
DUSP13, TMDP, MDSP	Dual-specificity phosphatase 13		
SAMD8, SMSR	Sterile alpha motif domain-containing 8		
VDAC2	Voltage-dependent anion channel 2		
ZNF503, NOLZ1	Zinc finger protein 503		
LRMDA, C10orf11, OCA7	Leucine-rich melanocyte differentiation-associated protein		Albinism, oculocutaneous, type VII, 615179 (3), Autosomal recessive
SCZD11	Schizophrenia susceptibility locus, chromosome 10q-related	between D10S1677 and D10S1753	{Schizophrenia}, 181500 (2), Autosomal dominant
SLEN1	Systemic lupus erythematosus with nephritis, susceptibility to, 1		{Systemic lupus erythematosus with nephritis, susceptibility to, 1}, 607965 (2)
SS3	Sarcoidosis, susceptibility to, 3	associated with rs2789679 and rs1049550	{Sarcoidosis, susceptibility to, 3}, 612388 (2)
KCNMA1, SLO, PNKD3, CADEDS, IEG16	Potassium large conductance calcium-activated channel, subfamily M, alpha member 1 (slowpoke, Drosophila, homolog of)		Cerebellar atrophy, developmental delay, and seizures, 617643 (3), Autosomal recessive; {Epilepsy, idiopathic generalized, susceptibility to, 16}, 618596 (3); Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy, 609446 (3), Autosomal dominant
DLG5, PDLG, KIAA0583	Discs large MAGUK scaffold protein 5		
POLR3A, RPC1, RPC155, ADDH, HLD7, WDRTS	Polymerase III, RNA, subunit A		Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism, 607694 (3), Autosomal recessive; Wiedemann-Rautenstrauch syndrome, 264090 (3), Autosomal recessive
RPS24, DBA3	Ribosomal protein S24		Diamond-blackfan anemia 3, 610629 (3), Autosomal dominant
RAI17, KIAA1224, ZIMP10	Retinoic acid-induced gene 17		
PPIF, CYP3	Peptidylprolyl-cis-trans-isomerase, mitochondrial		
SFTPA2, SPA2, COLEC5	Surfactant, pulmonary-associated protein A2	contiguous with SFTPA1	Pulmonary fibrosis, idiopathic, 178500 (3), Autosomal dominant
SFTPA1, SFTP1	Surfactant, pulmonary-associated protein A1	contiguous with SFTPA2	
SFTPD, SFTP4	Surfactant, pulmonary-associated protein D		
PLAC9	Placenta-specific gene 9		
ANXA11, ANX11, ALS23	Annexin A11 (annexin XI)		Amytrophic lateral sclerosis 23, 617839 (3), Autosomal dominant
MAT1A, MATA1, SAMS1	Methionine adenosyltransferase I, alpha		Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency, 250850 (3), Autosomal recessive, Autosomal dominant; Methionine adenosyltransferase deficiency, autosomal recessive, 250850 (3), Autosomal recessive, Autosomal dominant
